employee_id,week,leaves,wfh,engagement,exception wfh
EMP0061,21,0,0,86,4
EMP0061,22,0,3,88,1
EMP0061,23,0,1,94,1
EMP0061,24,0,1,60,1
EMP0061,25,0,0,66,1
EMP0061,26,2,0,92,5
EMP0061,27,0,0,81,1
EMP0061,28,3,0,62,2
EMP0061,29,1,0,91,5
EMP0061,30,0,3,63,2
EMP0061,31,0,2,83,4
EMP0061,33,2,1,85,5
EMP0061,34,0,3,86,4
EMP0061,35,0,1,76,5
EMP0061,36,0,2,78,2
EMP0061,37,0,0,67,5
EMP0061,38,0,0,67,3
EMP0061,39,0,2,76,2
EMP0061,40,0,3,79,4
EMP0061,41,0,0,77,1
EMP0061,42,2,0,83,2
EMP0061,43,0,0,74,2
EMP0061,44,0,0,92,5
EMP0061,45,0,3,76,1
EMP0061,46,0,0,64,5
EMP0061,47,0,2,81,1
EMP0061,48,0,0,85,3
EMP0061,49,0,3,81,1
EMP0061,50,0,0,73,2
EMP0061,51,0,1,83,3
EMP0061,52,0,3,71,3
EMP0062,1,0,0,99,3
EMP0062,2,0,1,70,5
EMP0062,3,0,1,73,3
EMP0062,4,3,0,65,1
EMP0062,5,0,3,81,1
EMP0062,6,0,0,66,3
EMP0062,7,0,0,78,2
EMP0062,8,0,2,81,2
EMP0062,9,0,0,62,4
EMP0062,10,0,3,78,2
EMP0062,11,1,3,77,1
EMP0062,12,2,0,79,5
EMP0062,13,0,0,91,2
EMP0062,14,1,0,61,4
EMP0062,16,0,1,66,2
EMP0062,17,2,0,82,3
EMP0062,18,0,2,100,4
EMP0062,19,0,2,83,1
EMP0062,20,0,0,85,1
EMP0062,22,0,0,91,3
EMP0062,23,2,2,98,5
EMP0062,24,0,2,79,4
EMP0062,25,0,3,68,5
EMP0062,27,3,0,73,1
EMP0062,28,1,3,75,1
EMP0062,29,2,0,89,1
EMP0062,30,0,0,69,4
EMP0062,31,0,0,91,4
EMP0062,32,1,3,96,2
EMP0062,34,3,0,92,4
EMP0062,36,0,3,91,4
EMP0062,37,0,0,74,3
EMP0062,38,1,1,81,3
EMP0062,39,2,2,72,1
EMP0062,40,0,0,69,3
EMP0062,41,0,0,91,4
EMP0062,42,0,0,68,4
EMP0062,43,0,0,84,5
EMP0062,44,0,0,94,5
EMP0062,45,1,3,100,2
EMP0062,46,0,0,83,3
EMP0062,47,0,0,67,4
EMP0062,48,2,0,89,2
EMP0062,49,0,0,100,3
EMP0062,50,1,0,71,2
EMP0062,51,0,2,63,5
EMP0062,52,0,0,95,2
EMP0063,1,0,1,85,4
EMP0063,2,0,1,69,1
EMP0063,3,0,0,80,5
EMP0063,4,0,2,100,1
EMP0063,5,3,2,63,1
EMP0063,6,0,2,89,2
EMP0063,7,0,0,62,2
EMP0063,8,1,2,92,3
EMP0063,9,2,0,67,3
EMP0063,10,0,3,84,2
EMP0063,12,0,2,97,1
EMP0063,13,0,0,64,2
EMP0063,14,0,0,86,4
EMP0063,15,0,0,63,3
EMP0063,16,0,1,76,4
EMP0063,17,1,2,66,3
EMP0063,18,0,1,87,3
EMP0063,19,0,0,81,1
EMP0063,20,0,3,94,2
EMP0063,21,0,0,96,5
EMP0063,22,0,0,88,4
EMP0063,23,0,1,83,5
EMP0063,24,0,0,77,2
EMP0063,25,0,0,91,2
EMP0063,26,1,0,93,5
EMP0063,27,0,3,80,3
EMP0063,28,0,0,90,3
EMP0063,29,0,1,83,5
EMP0063,30,2,3,78,5
EMP0063,31,0,0,68,3
EMP0063,32,0,0,70,2
EMP0063,33,0,0,70,5
EMP0063,34,0,1,64,2
EMP0063,35,1,0,66,4
EMP0063,36,0,0,76,3
EMP0063,37,0,0,78,5
EMP0063,38,0,2,98,2
EMP0063,39,0,3,100,1
EMP0063,40,0,0,71,3
EMP0063,41,3,1,77,3
EMP0063,42,0,0,63,2
EMP0063,43,0,3,72,4
EMP0063,44,1,3,100,5
EMP0063,45,0,0,100,4
EMP0063,46,0,2,83,3
EMP0063,48,0,0,69,4
EMP0063,49,0,0,89,4
EMP0063,50,0,0,77,3
EMP0063,51,0,0,67,4
EMP0063,52,0,0,73,2
EMP0064,1,0,0,60,5
EMP0064,2,0,0,75,5
EMP0064,3,0,0,76,5
EMP0064,4,0,0,92,3
EMP0064,6,1,0,83,4
EMP0064,7,1,0,81,3
EMP0064,8,0,3,95,1
EMP0064,9,0,3,63,2
EMP0064,10,1,3,67,5
EMP0064,11,0,2,93,3
EMP0064,12,0,0,95,3
EMP0064,13,0,0,100,4
EMP0064,14,0,1,82,5
EMP0064,15,2,3,85,3
EMP0064,16,0,1,93,2
EMP0064,17,1,0,78,2
EMP0064,18,0,1,90,1
EMP0064,19,0,1,93,5
EMP0064,20,0,0,84,1
EMP0064,21,0,1,73,1
EMP0064,22,2,3,67,4
EMP0064,23,0,0,66,4
EMP0064,24,3,3,90,5
EMP0064,25,1,0,84,5
EMP0064,26,0,3,73,4
EMP0064,27,0,0,85,3
EMP0064,28,0,0,65,3
EMP0064,29,0,0,66,4
EMP0064,30,0,0,85,1
EMP0064,31,0,3,100,4
EMP0064,32,0,0,96,4
EMP0064,33,0,0,66,4
EMP0064,34,0,1,98,3
EMP0064,35,0,0,100,2
EMP0064,36,0,0,63,2
EMP0064,37,3,0,88,4
EMP0064,38,0,0,87,2
EMP0064,39,2,0,87,5
EMP0064,40,0,1,92,5
EMP0064,41,3,0,86,1
EMP0064,42,0,2,85,2
EMP0064,43,0,0,76,2
EMP0064,44,0,0,74,3
EMP0064,45,0,0,89,2
EMP0064,46,0,1,92,2
EMP0064,47,0,0,100,4
EMP0064,48,3,3,90,4
EMP0064,49,0,0,90,1
EMP0064,50,0,0,63,1
EMP0064,51,0,0,80,3
EMP0064,52,0,0,69,5
EMP0065,1,0,1,94,5
EMP0065,2,2,0,70,5
EMP0065,3,0,0,70,2
EMP0065,4,1,1,77,2
EMP0065,5,0,0,63,2
EMP0065,6,0,3,70,1
EMP0065,7,0,0,91,1
EMP0065,8,0,1,77,4
EMP0065,9,1,0,75,5
EMP0065,10,3,0,78,1
EMP0065,11,0,0,82,5
EMP0065,12,0,2,61,1
EMP0065,13,0,0,100,3
EMP0065,14,0,0,93,3
EMP0065,15,0,0,69,5
EMP0065,16,0,0,61,4
EMP0065,17,0,3,89,3
EMP0065,18,1,1,65,3
EMP0065,19,3,1,62,5
EMP0065,20,0,0,66,2
EMP0065,21,3,2,86,2
EMP0065,22,0,3,80,1
EMP0065,23,1,2,96,1
EMP0065,24,0,0,74,4
EMP0065,25,0,1,61,5
EMP0065,26,0,0,100,5
EMP0065,27,0,1,93,2
EMP0065,28,0,2,95,5
EMP0065,29,0,0,63,2
EMP0065,30,0,0,91,2
EMP0065,31,0,0,67,1
EMP0065,33,0,3,66,2
EMP0065,34,3,0,83,5
EMP0065,35,3,0,89,5
EMP0065,36,0,1,95,5
EMP0065,37,0,0,60,2
EMP0065,41,0,1,64,3
EMP0065,42,0,1,60,1
EMP0065,43,0,2,87,2
EMP0065,46,2,0,76,2
EMP0065,47,1,2,82,2
EMP0065,49,1,2,79,3
EMP0065,50,0,0,79,4
EMP0065,51,3,0,79,2
EMP0066,1,1,2,79,3
EMP0066,2,0,2,93,1
EMP0066,3,3,2,100,5
EMP0066,4,0,0,69,1
EMP0066,5,1,0,64,1
EMP0066,6,3,0,65,5
EMP0066,7,3,0,97,1
EMP0066,8,0,2,67,3
EMP0066,12,3,0,86,5
EMP0066,13,1,0,66,3
EMP0066,15,0,0,91,5
EMP0066,16,3,2,72,5
EMP0066,17,0,3,62,1
EMP0066,18,0,3,69,2
EMP0066,19,1,0,99,5
EMP0066,20,0,1,67,2
EMP0066,21,0,2,72,2
EMP0066,22,0,0,93,4
EMP0066,23,3,0,81,5
EMP0066,24,0,0,76,5
EMP0066,25,3,0,66,4
EMP0066,26,0,2,66,5
EMP0066,27,0,1,72,3
EMP0066,28,0,0,100,5
EMP0066,29,0,0,97,4
EMP0066,30,0,0,96,2
EMP0066,31,0,0,77,4
EMP0066,32,0,1,69,5
EMP0066,33,0,1,70,5
EMP0066,34,0,0,83,1
EMP0066,36,2,0,66,2
EMP0066,38,0,3,62,2
EMP0066,39,0,2,93,3
EMP0066,40,0,3,62,2
EMP0066,41,0,2,82,1
EMP0066,42,0,3,75,5
EMP0066,43,3,2,97,3
EMP0066,44,2,0,80,5
EMP0066,45,0,2,66,3
EMP0066,46,0,0,65,2
EMP0066,47,2,0,75,1
EMP0066,48,0,0,72,3
EMP0066,49,0,0,62,4
EMP0066,50,0,0,83,1
EMP0066,51,0,0,63,4
EMP0066,52,0,2,68,2
EMP0067,1,0,2,82,1
EMP0067,2,0,3,63,4
EMP0067,3,1,2,81,4
EMP0067,4,0,0,92,1
EMP0067,5,3,2,80,1
EMP0067,7,0,2,87,3
EMP0067,8,0,0,70,5
EMP0067,9,0,3,68,2
EMP0067,10,0,3,65,2
EMP0067,11,0,0,89,1
EMP0067,13,2,0,63,2
EMP0067,14,0,3,81,2
EMP0067,15,0,0,89,5
EMP0067,16,0,2,93,5
EMP0067,17,0,3,61,2
EMP0067,18,2,3,73,5
EMP0067,19,0,2,82,4
EMP0067,20,3,3,85,1
EMP0067,21,0,0,85,3
EMP0067,22,0,2,94,4
EMP0067,23,0,0,94,4
EMP0067,24,0,1,60,3
EMP0067,25,1,0,82,2
EMP0067,26,0,2,86,5
EMP0067,27,0,0,64,2
EMP0067,28,0,0,60,1
EMP0067,29,2,0,64,3
EMP0067,30,0,0,92,4
EMP0067,31,0,0,72,4
EMP0067,32,0,2,75,1
EMP0067,33,0,3,75,4
EMP0067,34,0,0,93,4
EMP0067,35,3,0,65,5
EMP0067,36,0,3,85,3
EMP0067,37,0,0,97,2
EMP0067,39,0,0,99,3
EMP0067,41,1,0,74,4
EMP0067,42,0,0,99,1
EMP0067,43,0,0,61,4
EMP0067,44,1,0,81,2
EMP0067,45,0,0,60,1
EMP0067,46,0,0,75,2
EMP0067,47,0,2,84,1
EMP0067,48,0,3,68,2
EMP0067,49,3,0,76,4
EMP0067,50,1,3,83,3
EMP0067,51,0,1,85,4
EMP0067,52,0,0,62,4
EMP0068,1,3,0,65,3
EMP0068,2,0,0,85,4
EMP0068,3,0,2,84,1
EMP0068,4,0,3,98,1
EMP0068,5,0,2,87,1
EMP0068,6,0,3,90,2
EMP0068,7,0,0,68,3
EMP0068,8,0,2,79,5
EMP0068,9,0,0,81,2
EMP0068,10,0,1,75,1
EMP0068,11,0,0,99,3
EMP0068,13,0,0,94,2
EMP0068,14,3,3,71,1
EMP0068,15,0,0,75,2
EMP0068,16,0,1,89,5
EMP0068,17,0,3,81,5
EMP0068,18,2,1,77,4
EMP0068,19,2,0,90,1
EMP0068,21,0,0,78,5
EMP0068,22,0,0,66,1
EMP0068,23,0,0,72,2
EMP0068,24,0,1,71,4
EMP0068,25,0,1,68,5
EMP0068,26,0,1,74,1
EMP0068,27,0,0,98,3
EMP0068,28,0,2,93,2
EMP0068,30,0,3,66,1
EMP0068,31,0,2,69,5
EMP0068,32,0,3,62,3
EMP0068,33,2,3,98,4
EMP0068,34,0,1,70,2
EMP0068,35,0,0,77,4
EMP0068,36,0,0,69,4
EMP0068,37,0,0,65,5
EMP0068,38,0,0,89,4
EMP0068,39,0,1,81,2
EMP0068,40,0,0,76,2
EMP0068,41,0,0,91,4
EMP0068,42,0,0,67,2
EMP0068,43,0,0,72,2
EMP0068,45,0,0,66,4
EMP0068,46,0,3,64,2
EMP0068,47,0,1,95,1
EMP0068,48,0,0,88,5
EMP0068,49,0,3,75,4
EMP0068,50,0,2,74,4
EMP0068,51,0,2,75,5
EMP0068,52,0,0,100,3
EMP0069,1,0,3,76,2
EMP0069,2,0,0,64,3
EMP0069,3,0,1,76,2
EMP0069,4,0,0,85,2
EMP0069,5,0,0,97,1
EMP0069,6,0,0,85,3
EMP0069,7,0,2,98,4
EMP0069,8,3,0,62,4
EMP0069,9,3,0,60,4
EMP0069,11,0,2,82,5
EMP0069,12,0,0,79,1
EMP0069,14,0,2,62,4
EMP0069,15,0,0,100,5
EMP0069,16,0,3,92,2
EMP0069,17,0,0,68,4
EMP0069,20,0,1,70,1
EMP0069,21,2,3,80,5
EMP0069,22,3,0,86,1
EMP0069,23,0,0,92,1
EMP0069,24,0,0,81,3
EMP0069,25,1,0,89,3
EMP0069,26,0,0,72,5
EMP0069,27,0,2,90,2
EMP0069,28,3,0,71,3
EMP0069,29,2,0,64,3
EMP0069,30,0,0,63,5
EMP0069,31,0,0,100,1
EMP0069,32,3,2,100,2
EMP0069,33,0,0,92,3
EMP0069,34,1,0,74,5
EMP0069,35,0,0,64,4
EMP0069,36,0,0,89,3
EMP0069,37,0,0,71,4
EMP0069,38,0,0,90,4
EMP0069,39,0,0,67,5
EMP0069,40,3,0,60,5
EMP0069,41,0,3,60,3
EMP0069,42,0,0,96,3
EMP0069,43,0,3,82,1
EMP0069,44,2,2,82,5
EMP0069,46,0,0,91,5
EMP0069,47,0,0,94,1
EMP0069,48,0,0,63,2
EMP0069,49,0,0,83,5
EMP0069,50,1,0,87,5
EMP0069,51,0,0,81,2
EMP0069,52,1,1,66,5
EMP0070,1,0,0,66,2
EMP0070,2,0,0,67,1
EMP0070,4,0,0,83,2
EMP0070,5,0,0,61,2
EMP0070,6,0,0,94,4
EMP0070,7,1,3,92,4
EMP0070,8,1,1,64,1
EMP0070,9,1,3,62,5
EMP0070,10,0,1,96,1
EMP0070,11,0,0,95,1
EMP0070,12,0,0,77,5
EMP0070,13,0,2,87,1
EMP0070,14,0,0,72,1
EMP0070,15,0,2,90,4
EMP0070,16,0,2,90,1
EMP0070,17,1,0,64,5
EMP0070,18,0,3,90,1
EMP0070,20,0,3,67,4
EMP0070,21,2,0,93,4
EMP0070,22,0,1,70,3
EMP0070,23,0,0,77,5
EMP0070,24,0,2,100,3
EMP0070,25,0,0,90,2
EMP0070,26,1,1,63,1
EMP0070,27,0,0,86,4
EMP0070,28,0,0,70,2
EMP0070,29,0,3,68,2
EMP0070,30,0,3,68,4
EMP0070,31,1,0,72,5
EMP0070,32,0,0,73,2
EMP0070,33,0,3,70,5
EMP0070,34,0,2,94,2
EMP0070,36,0,3,74,3
EMP0070,37,0,2,66,2
EMP0070,38,0,0,60,5
EMP0070,39,0,2,89,2
EMP0070,40,0,1,100,5
EMP0070,41,0,0,96,5
EMP0070,42,0,0,79,1
EMP0070,43,1,0,85,3
EMP0070,44,0,0,96,2
EMP0070,45,0,0,83,4
EMP0070,46,0,3,79,4
EMP0070,47,0,3,85,3
EMP0070,48,0,1,76,1
EMP0070,49,0,0,96,1
EMP0070,51,0,2,76,3
EMP0070,52,0,0,71,5
EMP0071,1,0,0,91,4
EMP0071,2,2,3,62,5
EMP0071,3,0,3,85,1
EMP0071,4,0,1,90,2
EMP0071,6,2,2,67,4
EMP0071,7,0,0,72,1
EMP0071,8,2,0,94,4
EMP0071,9,1,0,70,5
EMP0071,10,2,0,63,2
EMP0071,12,3,0,76,4
EMP0071,13,0,2,73,4
EMP0071,14,0,0,62,4
EMP0071,15,0,0,77,5
EMP0071,16,0,0,95,1
EMP0071,17,1,0,72,2
EMP0071,18,0,2,84,3
EMP0071,19,0,2,72,5
EMP0071,20,0,3,78,1
EMP0071,21,0,1,71,3
EMP0071,22,1,1,76,5
EMP0071,24,0,2,85,2
EMP0071,25,0,0,94,4
EMP0071,26,0,0,61,4
EMP0071,27,1,0,85,4
EMP0071,29,0,1,76,4
EMP0071,30,0,3,75,2
EMP0071,31,0,0,79,5
EMP0071,32,0,0,78,1
EMP0071,33,0,0,71,5
EMP0071,34,0,0,69,5
EMP0071,35,0,0,77,2
EMP0071,36,0,0,73,3
EMP0071,37,0,0,98,5
EMP0071,38,2,0,76,1
EMP0071,39,3,1,72,2
EMP0071,40,0,2,83,3
EMP0071,41,0,0,89,5
EMP0071,42,0,2,73,2
EMP0071,43,0,3,89,5
EMP0071,45,0,2,66,1
EMP0071,46,0,0,63,5
EMP0071,47,0,0,63,5
EMP0071,48,0,2,62,2
EMP0071,49,3,2,94,2
EMP0071,50,0,2,85,2
EMP0071,51,0,0,66,5
EMP0071,52,0,0,79,4
EMP0072,1,1,0,92,2
EMP0072,2,0,2,90,1
EMP0072,3,0,0,78,3
EMP0072,7,0,0,98,3
EMP0072,8,0,3,66,5
EMP0072,9,0,0,79,3
EMP0072,10,0,0,72,2
EMP0072,11,0,0,61,1
EMP0072,12,0,0,72,3
EMP0072,13,0,1,71,5
EMP0072,14,0,0,79,1
EMP0072,15,0,0,99,4
EMP0072,16,0,2,74,1
EMP0072,18,0,0,96,3
EMP0072,19,3,0,78,4
EMP0072,20,0,0,67,1
EMP0072,21,0,0,61,2
EMP0072,22,0,0,67,3
EMP0072,23,0,0,68,2
EMP0072,24,0,3,94,1
EMP0072,25,0,3,93,5
EMP0072,26,0,0,63,2
EMP0072,27,0,3,62,5
EMP0072,28,0,3,67,5
EMP0072,29,3,0,78,3
EMP0072,30,0,0,65,3
EMP0072,31,0,0,70,2
EMP0072,32,1,0,69,3
EMP0072,33,3,1,62,5
EMP0072,34,3,2,85,1
EMP0072,35,0,1,73,3
EMP0072,36,0,0,97,5
EMP0072,37,3,0,92,1
EMP0072,38,0,0,94,2
EMP0072,39,0,0,93,4
EMP0072,41,0,0,90,4
EMP0072,42,1,3,84,4
EMP0072,43,0,3,72,5
EMP0072,44,0,0,69,4
EMP0072,45,0,0,93,4
EMP0072,47,0,0,80,1
EMP0072,48,0,0,65,4
EMP0072,49,2,0,78,3
EMP0072,50,0,0,85,3
EMP0072,51,0,3,84,2
EMP0072,52,0,0,73,1
EMP0073,1,0,2,87,1
EMP0073,2,0,2,76,3
EMP0073,3,0,1,67,2
EMP0073,4,1,0,60,2
EMP0073,5,1,1,63,2
EMP0073,6,0,3,73,5
EMP0073,9,0,0,69,3
EMP0073,10,0,0,86,1
EMP0073,11,0,0,81,3
EMP0073,12,2,2,99,1
EMP0073,13,0,0,69,3
EMP0073,14,0,1,80,2
EMP0073,15,0,1,88,4
EMP0073,16,1,1,99,5
EMP0073,17,0,3,98,2
EMP0073,18,0,0,80,5
EMP0073,19,0,0,63,1
EMP0073,21,0,3,91,5
EMP0073,22,0,3,92,2
EMP0073,24,0,1,87,5
EMP0073,25,0,3,96,3
EMP0073,26,0,0,71,4
EMP0073,27,3,0,84,4
EMP0073,28,0,3,69,2
EMP0073,29,0,3,83,5
EMP0073,30,2,0,64,3
EMP0073,31,0,3,71,5
EMP0073,32,0,1,99,2
EMP0073,33,0,3,69,5
EMP0073,34,0,0,65,2
EMP0073,35,0,1,80,1
EMP0073,36,0,2,98,4
EMP0073,37,3,1,98,2
EMP0073,38,0,0,99,1
EMP0073,39,0,0,89,3
EMP0073,41,0,0,89,5
EMP0073,42,0,0,96,4
EMP0073,44,0,0,78,4
EMP0073,45,2,1,100,4
EMP0073,46,0,0,99,3
EMP0073,47,0,0,73,5
EMP0073,48,0,0,81,5
EMP0073,49,0,0,63,2
EMP0073,50,0,0,89,4
EMP0073,51,0,0,75,3
EMP0073,52,0,0,80,3
EMP0074,1,0,2,74,2
EMP0074,2,0,0,84,3
EMP0074,3,0,3,84,5
EMP0074,4,0,2,60,2
EMP0074,5,1,0,67,2
EMP0074,6,1,2,92,3
EMP0074,7,0,2,65,4
EMP0074,9,0,3,91,1
EMP0074,10,0,0,79,4
EMP0074,11,0,0,92,2
EMP0074,12,0,0,70,5
EMP0074,13,3,0,74,3
EMP0074,14,0,0,83,5
EMP0074,15,0,0,60,1
EMP0074,16,0,0,77,2
EMP0074,19,2,2,71,4
EMP0074,20,0,2,81,3
EMP0074,21,1,3,96,4
EMP0074,22,2,0,96,3
EMP0074,23,0,0,89,2
EMP0074,24,1,0,78,2
EMP0074,25,0,3,77,1
EMP0074,26,0,2,94,5
EMP0074,27,0,0,82,4
EMP0074,28,0,0,88,2
EMP0074,29,0,2,85,2
EMP0074,30,0,0,84,1
EMP0074,31,1,0,80,1
EMP0074,32,1,0,75,3
EMP0074,33,3,0,62,4
EMP0074,35,1,1,65,2
EMP0074,36,0,0,62,2
EMP0074,37,0,0,67,1
EMP0074,38,0,0,90,4
EMP0074,39,0,0,61,2
EMP0074,40,0,1,71,5
EMP0074,41,0,0,63,4
EMP0074,43,0,0,94,3
EMP0074,44,0,2,77,4
EMP0074,45,0,0,87,3
EMP0074,46,0,3,95,4
EMP0074,48,1,0,94,1
EMP0074,49,0,0,68,4
EMP0074,50,0,2,74,5
EMP0074,51,0,2,82,2
EMP0074,52,0,0,95,4
EMP0075,1,0,0,60,1
EMP0075,2,0,2,66,4
EMP0075,3,0,3,99,3
EMP0075,4,0,0,88,2
EMP0075,5,2,2,97,4
EMP0075,6,0,1,60,3
EMP0075,7,0,0,85,1
EMP0075,8,3,0,77,2
EMP0075,9,0,3,89,2
EMP0075,10,2,0,69,3
EMP0075,11,1,3,81,2
EMP0075,12,0,0,80,3
EMP0075,13,0,0,98,3
EMP0075,14,1,0,82,1
EMP0075,15,0,0,90,2
EMP0075,16,0,0,92,5
EMP0075,17,0,0,94,5
EMP0075,18,0,0,83,1
EMP0075,20,3,3,92,1
EMP0075,21,0,0,73,1
EMP0075,22,0,0,90,2
EMP0075,23,0,0,70,3
EMP0075,24,0,0,63,1
EMP0075,25,0,0,77,4
EMP0075,26,2,0,61,3
EMP0075,27,0,0,94,3
EMP0075,28,0,0,60,4
EMP0075,29,0,1,64,2
EMP0075,30,0,0,82,4
EMP0075,31,0,0,95,3
EMP0075,32,2,1,87,5
EMP0075,33,0,1,77,3
EMP0075,34,0,0,67,5
EMP0075,36,0,0,75,1
EMP0075,37,0,3,66,3
EMP0075,38,0,0,84,2
EMP0075,39,0,0,72,1
EMP0075,40,0,0,76,5
EMP0075,41,0,0,95,4
EMP0075,42,0,0,71,5
EMP0075,44,0,3,99,3
EMP0075,45,0,0,97,4
EMP0075,46,0,0,87,1
EMP0075,47,0,2,87,1
EMP0075,48,0,3,90,2
EMP0075,49,0,0,83,1
EMP0075,50,0,0,62,5
EMP0075,51,2,0,100,4
EMP0075,52,0,0,87,3
EMP0076,1,0,0,87,3
EMP0076,2,0,0,60,1
EMP0076,3,0,0,96,1
EMP0076,4,0,0,95,3
EMP0076,5,0,0,97,1
EMP0076,6,0,0,81,2
EMP0076,7,0,0,83,1
EMP0076,8,0,3,83,2
EMP0076,9,0,0,76,1
EMP0076,10,0,1,86,1
EMP0076,11,0,0,67,1
EMP0076,13,0,0,71,1
EMP0076,14,0,0,96,2
EMP0076,15,2,0,74,4
EMP0076,16,0,1,100,2
EMP0076,17,3,1,81,2
EMP0076,18,0,2,90,1
EMP0076,19,0,0,64,3
EMP0076,21,0,0,75,3
EMP0076,22,0,0,71,4
EMP0076,23,2,0,96,3
EMP0076,24,0,0,78,2
EMP0076,25,1,0,68,5
EMP0076,26,0,3,76,1
EMP0076,27,0,0,60,4
EMP0076,28,0,0,61,1
EMP0076,29,0,2,90,3
EMP0076,30,0,0,60,3
EMP0076,31,0,2,82,5
EMP0076,32,0,3,68,5
EMP0076,35,0,0,92,1
EMP0076,36,0,2,98,3
EMP0076,37,0,0,69,5
EMP0076,38,0,0,83,4
EMP0076,39,0,1,99,3
EMP0076,40,0,2,99,5
EMP0076,41,0,0,70,1
EMP0076,42,2,0,79,1
EMP0076,44,0,3,66,1
EMP0076,45,0,2,67,2
EMP0076,46,0,0,85,2
EMP0076,47,3,0,72,1
EMP0076,48,0,0,66,1
EMP0076,49,0,1,61,2
EMP0076,50,0,0,74,5
EMP0076,51,0,0,64,4
EMP0077,1,0,0,80,3
EMP0077,2,0,1,71,1
EMP0077,3,0,0,71,5
EMP0077,4,2,0,99,2
EMP0077,5,2,0,84,3
EMP0077,7,0,0,65,3
EMP0077,8,3,3,92,5
EMP0077,9,2,0,92,1
EMP0077,10,0,0,69,5
EMP0077,11,0,0,91,1
EMP0077,12,0,3,93,3
EMP0077,13,2,0,93,4
EMP0077,14,0,0,71,5
EMP0077,15,0,0,66,4
EMP0077,16,0,0,68,5
EMP0077,17,0,0,91,4
EMP0077,18,0,1,100,5
EMP0077,19,0,0,93,1
EMP0077,20,2,0,100,4
EMP0077,21,0,0,100,3
EMP0077,22,2,0,76,4
EMP0077,23,0,3,97,2
EMP0077,24,0,0,89,1
EMP0077,25,0,0,72,5
EMP0077,26,0,3,96,2
EMP0077,27,0,2,93,5
EMP0077,28,0,3,99,2
EMP0077,29,0,1,97,2
EMP0077,30,0,3,100,5
EMP0077,31,0,2,77,4
EMP0077,32,0,2,98,5
EMP0077,33,0,3,96,4
EMP0077,34,2,0,77,5
EMP0077,35,0,0,88,1
EMP0077,36,0,0,78,3
EMP0077,37,0,0,80,5
EMP0077,38,0,0,67,3
EMP0077,39,0,2,77,4
EMP0077,40,0,3,83,5
EMP0077,41,3,0,87,5
EMP0077,43,1,0,66,2
EMP0077,44,0,2,86,5
EMP0077,45,2,0,93,2
EMP0077,46,0,0,71,2
EMP0077,47,0,0,81,2
EMP0077,48,2,0,73,4
EMP0077,49,3,0,65,2
EMP0077,50,0,0,83,2
EMP0077,51,2,0,64,2
EMP0077,52,3,0,91,5
EMP0078,1,0,0,81,2
EMP0078,2,3,0,83,4
EMP0078,3,0,3,87,4
EMP0078,4,0,1,94,1
EMP0078,5,0,2,93,5
EMP0078,6,0,2,60,2
EMP0078,7,0,0,99,5
EMP0078,8,0,0,98,4
EMP0078,9,0,0,70,4
EMP0078,10,1,3,63,1
EMP0078,11,0,0,91,5
EMP0078,12,0,0,67,4
EMP0078,13,3,1,77,1
EMP0078,14,0,0,66,2
EMP0078,15,0,0,66,3
EMP0078,16,0,2,90,1
EMP0078,17,0,1,76,4
EMP0078,18,0,0,71,3
EMP0078,19,0,0,63,3
EMP0078,20,0,0,97,1
EMP0078,21,0,0,77,1
EMP0078,23,0,0,66,1
EMP0078,24,1,0,82,1
EMP0078,26,0,2,90,3
EMP0078,27,3,2,84,5
EMP0078,30,0,2,73,1
EMP0078,31,0,0,98,5
EMP0078,32,0,0,66,4
EMP0078,33,0,0,97,2
EMP0078,35,0,1,92,2
EMP0078,36,0,1,83,3
EMP0078,37,3,1,86,1
EMP0078,38,0,2,81,2
EMP0078,39,0,2,87,1
EMP0078,40,0,0,78,5
EMP0078,41,0,0,67,1
EMP0078,42,2,0,81,5
EMP0078,43,0,1,64,3
EMP0078,44,1,2,68,5
EMP0078,45,0,3,95,1
EMP0078,46,3,0,74,5
EMP0078,47,0,2,64,2
EMP0078,48,1,0,71,1
EMP0078,49,0,0,81,2
EMP0078,50,3,1,73,1
EMP0078,52,0,0,63,3
EMP0079,3,0,0,89,1
EMP0079,5,0,0,77,4
EMP0079,6,0,1,66,5
EMP0079,7,2,0,99,4
EMP0079,8,0,3,63,2
EMP0079,9,0,2,83,3
EMP0079,10,0,0,98,1
EMP0079,11,0,2,60,4
EMP0079,12,0,3,100,1
EMP0079,13,2,0,99,3
EMP0079,14,0,2,69,2
EMP0079,15,2,0,75,1
EMP0079,16,0,1,64,1
EMP0079,17,0,0,96,5
EMP0079,18,2,0,85,1
EMP0079,19,3,1,94,4
EMP0079,20,0,2,77,4
EMP0079,21,0,3,77,3
EMP0079,22,3,3,80,4
EMP0079,23,0,2,95,1
EMP0079,24,1,0,67,1
EMP0079,25,0,0,90,5
EMP0079,26,0,0,99,2
EMP0079,27,0,0,90,3
EMP0079,28,0,0,100,2
EMP0079,29,0,0,64,5
EMP0079,30,0,0,82,2
EMP0079,31,1,1,99,4
EMP0079,32,0,3,79,1
EMP0079,33,0,0,72,2
EMP0079,34,1,0,82,4
EMP0079,35,0,3,72,4
EMP0079,36,0,1,69,1
EMP0079,37,0,0,65,3
EMP0079,38,0,0,85,1
EMP0079,39,0,3,85,3
EMP0079,40,0,1,78,5
